STAR,BMV,DIST,FE,H,J,KS,LOGG,MSTAR,RHOSTAR,RSTAR,TEFF
Kepler-246,,,,13.15,13.587,13.04,4.557,,,0.831,5206
Kepler-347,,,,13.08,13.391,13.047,4.472,,,1.005,6088
HD 63765,0.75,33.2557,-0.16,6.442,6.768,6.316,4.42,0.865,,0.975102,5432
Kepler-217,,,,12.176,12.319,12.103,4.03,,,1.799,6171
HD 85390,0.86,32.3729,-0.07,6.612,7.012,6.491,4.41,0.76,,0.958233,5186
Kepler-1590,,900,0.03,12.724,13.025,12.693,4.35,1.11,,1.16,6053
Kepler-1498,,740,-0.01,13.233,13.703,13.238,4.56,0.86,,0.81,5256
Kepler-1176,,1023,-0.01,13.398,13.76,13.31,4.42,1.01,,1.02,5844
HAT-P-57,0.32,303,-0.25,9.497,9.67,9.433,4.251,1.47,0.615,1.5,7500
Kepler-525,,566,0.11,11.885,12.248,11.798,4.29,0.95,,1.15,5573
Kepler-112,,,,12.226,12.583,12.155,4.506,,,0.841,5544
Kepler-1326,,910,0.02,11.733,11.952,11.7,4.12,1.45,,1.74,6725
Kepler-748,,1271,0.08,13.685,13.99,13.603,4.38,1.07,,1.1,5934
Kepler-961,,607,0.05,12.564,12.859,12.482,4.51,0.96,,0.9,5582
Kepler-241,,,,13.064,13.608,12.88,4.627,,,0.668,4699
Kepler-492,,642,0.07,12.709,13.095,12.656,4.5,0.94,,0.91,5527
WASP-77 A,0.78,93,0,8.374,8.766,8.405,4.33,1.002,1.62906,0.955,5500
Kepler-164,,,,13.008,13.254,12.935,4.331,,,1.148,5888
Kepler-548,,776,0,13.148,13.581,13.071,4.5,0.93,,0.9,5535
55 Cnc,0.869,12.3411,0.314513,4.264,4.767,4.014,4.45,0.905,,0.943,5196
Kepler-1254,,676,-0.1,13.288,13.866,13.292,4.59,0.78,,0.75,4985
HD 221287,0.513,55.2792,0.03,6.616,6.843,6.569,4.43,1.25,,1.10236,6304
KOI-13,0.21,,0.2,9.455,9.466,9.425,4.2,1.72,,1.71,7650
Kepler-1017,,554,0.04,12.475,12.838,12.396,4.53,0.93,,0.87,5473
Kepler-1100,,940,0.05,12.493,12.761,12.456,4.26,1.21,,1.34,6247
Kepler-1460,,574,-0.02,13.449,14.093,13.359,4.64,0.7,,0.67,4422
Kepler-1310,,583,-0.07,12.516,12.912,12.436,4.51,0.91,,0.88,5549
HD 192699,0.867,65.6168,-0.2,4.36,4.902,4.365,3.45,1.58,,3.61317,5141
Kepler-1371,,450,-0.07,12.123,12.536,12.052,4.55,0.87,,0.83,5361
Kepler-1090,,702,-0.04,13.148,13.596,13.07,4.55,0.86,,0.82,5321
Kepler-312,,,,11.664,11.902,11.596,4.191,,,1.467,6115
Kepler-1557,,1532,0.02,13.911,14.194,13.8,4.34,1.11,,1.17,6099
Kepler-1509,,1277,0.03,13.864,14.2,13.887,4.45,1,,0.99,5780
HD 181342,1.02,110.619,0.15,5.37,5.853,5.251,3.27,1.7,,4.76324,4965
WASP-8,0.728,86.9996,0.17,8.22,8.501,8.086,4.5,1.03,1.22,0.945,5600
HD 131496,1.04,110,0.25,5.546,6.032,5.437,3.3,1.61,,4.56407,4927
Kepler-911,,567,0.03,10.549,10.837,10.511,3.97,1.34,,1.99,6112
HD 44219,0.687,50.4286,0.03,6.215,6.509,6.115,4.21,1,,1.36324,5752
75 Cet,1.009,81.4332,0.02,3.318,3.931,3.207,2.87,2.15,,10.5,4904
Kepler-40,0.139,2700,0.1,13.294,13.536,13.27,3.94,1.48,,2.13,6510
Kepler-1538,,1291,0.02,13.829,14.122,13.751,4.42,1.03,,1.03,5837
Kepler-576,,698,0.09,12.719,13.079,12.646,4.46,0.99,,0.97,5672
Kepler-479,,371,-0.02,11.784,12.237,11.716,4.56,0.86,,0.81,5247
Kepler-915,,806,0.08,12.1,12.346,12.041,4.24,1.21,,1.38,6173
HD 220074,1.678,324.675,-0.25,2.373,3.182,2.006,1.3,1.2,,54.7067,3935
Kepler-1185,,296,-0.04,11.039,11.386,10.981,4.54,0.96,,0.87,5622
Kepler-788,,1649,0.05,13.9,14.193,13.873,4.32,1.16,,1.23,6159
WASP-89,,,0.15,11.094,11.546,11.004,4.31,0.92,1.92,0.88,4955
HAT-P-39,,642,0.19,11.184,11.424,11.157,4.16,1.404,,1.625,6430
WASP-26,0.32,250,-0.02,9.775,10.021,9.69,4.3,1.12,0.47,1.34,5059
Kepler-751,,748,-0.06,13.253,13.667,13.124,4.54,0.87,,0.84,5387
WASP-71,0.79,200,0.152,9.416,9.636,9.32,3.905,1.572,0.178816,2.32,6050
HIP 2247,1.128,35.7015,-0.03,7.027,7.574,6.914,4.26,0.74,,1.07261,4714
OGLE-TR-56,,1500,0.22,,,,4.258,1.228,0.481429,1.363,6050
Kepler-697,,1091,-0.01,13.934,14.306,13.785,4.52,0.92,,0.88,5513
Kepler-826,,649,-0.12,12.058,12.373,12.001,4.34,1.05,,1.15,6079
Kepler-1591,,1090,0.01,13.198,13.509,13.107,4.35,1.1,,1.16,6082
Kepler-146,,,,12.472,12.739,12.475,4.312,,,1.208,5948
Kepler-1633,,811,0.02,12.19,12.447,12.109,4.27,1.2,,1.32,6256
Kepler-156,,,,12.255,12.735,12.155,4.552,,,0.807,5094
Kepler-1353,,596,-0.06,13.281,13.85,13.141,4.61,0.76,,0.72,4776
Kepler-436,,618,0.01,13.49,14.083,13.333,4.619,0.729,3.03,0.697,4651
Kepler-1595,,841,-0.02,13.609,14.04,13.527,4.56,0.84,,0.8,5203
Kepler-1593,,755,0.02,13.675,14.188,13.452,4.59,0.81,,0.77,4995
WASP-82,0.42,200,0.12,8.868,9.046,8.759,3.96,1.64,0.2225,2.18,6480
Kepler-1219,,622,0.05,10.846,11.136,10.809,3.97,1.25,,1.94,5944
Kepler-737,,195,-0.24,12.293,12.91,12.097,4.77,0.51,,0.48,3813
Kepler-948,,884,-0.02,13.23,13.624,13.186,4.47,0.96,,0.94,5679
Kepler-1021,,837,-0.05,13.412,13.833,13.332,4.53,0.89,,0.86,5431
Kepler-866,,690,-0.07,13.61,14.169,13.484,4.62,0.75,,0.71,4751
BD +20 2457,1.25,424.628,-0.79,6.606,7.299,6.422,1.77,1.06,,32.9639,4259
Kepler-497,,1070,0.24,13.287,13.6,13.21,4.39,1.09,,1.11,5834
Kepler-1344,,851,0.06,12.714,12.961,12.633,4.37,1.09,,1.13,5981
HD 22781,0.85,32.7761,-0.37,6.686,7.149,6.607,4.6,0.75,,0.720445,5027
Kepler-1253,,390,-0.14,11.065,11.387,11.016,4.33,0.97,,1.1,5850
HD 120084,1,97.6562,0.09,3.599,4.091,3.572,2.71,2.39,,10.9537,4892
HD 95127,1.28,326.797,-0.18,5.215,5.855,5.022,1.78,1.2,,20,4218
MOA-2009-BLG-266L,,3040,,,,,,0.56,,,
Kepler-1578,,1016,-0.13,13.784,14.157,13.655,4.53,0.9,,0.86,5545
Kepler-387,,,,12.608,12.909,12.536,4.353,,,1.046,5774
HD 20868,1.037,46.2107,0.04,7.641,8.138,7.543,4.22,0.78,,1.15581,4795
Kepler-854,,741,0.04,12.106,12.378,12.046,4.29,1.17,,1.27,6179
HAT-P-9,0.5,480.769,0.12,11.04,11.274,11.015,4.29,1.28,,1.32,6350
Kepler-410 A,0.45,132,,8.191,8.417,8.14,4.261,1.214,0.693,1.352,
Kepler-1527,,1560,0.07,13.646,13.927,13.617,4.27,1.21,,1.32,6224
Kepler-1024,,1017,-0.1,14.053,14.589,14.05,4.57,0.81,,0.78,5143
Kepler-1271,,885,-0.01,12.569,12.861,12.503,4.31,1.13,,1.23,6143
Kepler-365,,,,13.155,13.484,13.14,4.434,,,1.048,6012
Kepler-1488,,618,0.06,11.694,12.012,11.638,4.22,1.05,,1.31,5820
Kepler-19,0.84,,-0.13,10.375,10.719,10.318,4.59,0.936,,0.85,5541
Kepler-130,0.59,,,10.529,10.81,10.49,4.304,,,1.127,5884
Kepler-598,,686,0.02,12.977,13.41,12.931,4.51,0.87,,0.86,5307
Kepler-1391,,721,0.04,12.434,12.726,12.366,4.36,1.03,,1.1,5840
Kepler-1516,,872,0.03,12.947,13.233,12.815,4.4,1.04,,1.07,5904
HD 107148,0.707,51.2033,0.313842,6.604,6.857,6.474,4.44568,1.137,,1.04161,5797.24
HD 1666,0.53,110.6,0.37,7.063,7.269,6.964,4.06,1.5,,1.93,6317
Kepler-200,,,,12.58,12.871,12.455,4.454,,,0.944,5678
Kepler-95,,,0.3,10.867,11.21,10.801,4.171,1.08,0.54,1.41,5699
Kepler-1444,,340,0.06,10.901,11.195,10.813,4.4,1.03,,1.05,5810
Kepler-280,,,,12.914,13.289,12.844,4.537,,,0.886,5744
Kepler-829,,954,0.03,13.364,13.699,13.29,4.46,0.98,,0.97,5698
Kepler-812,,1482,0.02,12.755,13.006,12.832,4.13,1.45,,1.71,6761
HD 95872,0.89,7.56,0.41,8.04,8.406,7.956,4.43,0.95,,0.998651,5312
Kepler-1242,,682,-0.05,13.383,13.975,13.343,4.6,0.77,,0.74,4895
51 Peg,0.666,15.6079,0.199853,4.233,4.655,3.911,4.44905,1.054,,1.02451,5786.68
WASP-60,0.68,400,-0.04,10.656,10.964,10.585,4.2,1.078,1.01376,1.14,5900
Kepler-904,,1151,0.05,13.094,13.368,13.046,4.31,1.16,,1.25,6160
Kepler-1113,,1127,0.18,13.292,13.552,13.191,4.35,1.12,,1.17,5931
Kepler-99,,,0.18,10.852,11.368,10.757,4.605,0.79,2.86,0.73,4782
Kepler-1394,,820,0.06,10.724,10.948,10.679,3.84,1.64,,2.55,6481
Kepler-752,,1075,-0.08,14.014,14.459,13.939,4.54,0.87,,0.83,5373
Kepler-996,,1098,0.03,13.246,13.546,13.171,4.36,1.09,,1.14,6014
Kepler-588,,972,0,13.277,13.58,13.187,4.44,1.01,,1,5835
Kepler-1454,,795,-0.02,13.243,13.623,13.189,4.53,0.9,,0.86,5448
Kepler-1143,,632,-0.06,13.149,13.679,13.075,4.58,0.81,,0.77,5053
Kepler-153,,,,12.483,12.945,12.418,4.446,,,0.892,5404
Kepler-539,,313,-0.01,10.964,11.294,10.915,4.5,1.05,,0.95,5820
Kepler-929,,820,-0.04,12.89,13.271,12.849,4.42,1.01,,1.02,5869
HAT-P-54,1.327,135.8,-0.127,10.49,11.14,10.32,4.667,0.645,,0.617,4390
HIP 67851,1.01,65.9631,0,3.81,4.48,3.751,3.15,1.63,,5.92,4890
Kepler-845,,471,0.01,12.567,13.094,12.515,4.59,0.79,,0.75,4913
HD 212301,0.56,54.9451,-0.18,6.522,6.765,6.466,,1.05,,,5997.91
Kepler-574,,747,-0.01,12.921,13.326,12.921,4.5,0.95,,0.91,5612
Kepler-865,,664,-0.01,12.736,13.154,12.684,4.49,0.93,,0.92,5570
GJ 504,0.59,17.67,0.28,3.86,4.106,3.808,4.6,1.22,,0.912273,6234
HAT-P-15,0.61,190.114,0.22,9.752,10.194,9.683,4.38,1.013,,1.08,5568
HD 209458,0.594,49.6278,0,6.365,6.591,6.307,4.361,1.131,,1.155,6065
Kepler-729,,1271,-0.05,14.028,14.471,14.086,4.5,0.94,,0.91,5633
HD 102272,1.02,243.902,-0.38,6.402,6.895,6.259,2.57,1.1,,12.7057,4807
Kepler-898,,479,-0.06,13.34,13.959,13.187,4.66,0.65,,0.62,4223
HD 187123,0.661,48.2626,0.121412,6.395,6.635,6.337,4.35896,1.037,,1.14277,5814.99
Kepler-1481,,493,0.04,12.696,13.181,12.603,4.6,0.8,,0.75,4908
HD 108147,0.537,38.0807,0.0868245,5.831,6.006,5.721,4.29222,1.171,,1.29703,6156.24
Kepler-1617,,813,0.01,12.369,12.665,12.323,4.32,1.15,,1.22,6167
WASP-61,0.34,480.001,-0.1,11.034,11.219,11.008,4.256,1.22,0.685696,1.36,6250
eta Cet,1.161,37.99,0.07,1.012,1.565,0.875,2.36,1.7,,14.3,4528
Kepler-606,,1208,0.01,13.28,13.583,13.202,4.32,1.13,,1.22,6161
Kepler-686,,1203,-0.07,13.941,14.35,13.917,4.49,0.94,,0.92,5649
Kepler-957,,749,-0.01,13.642,14.061,13.453,4.6,0.81,,0.75,4963
Kepler-1099,,1209,-0.02,13.728,14.097,13.697,4.45,1.01,,1,5837
Kepler-1345,,1164,0.04,12.575,12.802,12.563,4.18,1.32,,1.55,6449
Kepler-1325,,955,0.01,13.54,13.911,13.457,4.5,0.93,,0.91,5550
Kepler-1624,,199,0.06,12.504,13.141,12.312,4.78,0.5,,0.47,3636
Kepler-1086,,464,0.06,13.067,13.691,12.941,4.65,0.7,,0.66,4350
Kepler-662,,641,-0.03,13.298,13.81,13.201,4.6,0.79,,0.74,4897
CoRoT-17,1.5,919.997,0,12.615,13.174,12.472,4.4,1.04,,1.5121,5740
xi Aql,1.023,56.2746,-0.27,2.366,2.851,2.17,2.53,1.11,,10.45,4714
Kepler-1058,,525,-0.06,13.133,13.729,13.005,4.63,0.73,,0.69,4644
Kepler-892,,640,-0.04,13.378,13.968,13.335,4.61,0.75,,0.72,4747
HD 33564,0.506,20.8855,-0.12,4.2,4.416,3.911,,1.25,,,6250
Kepler-1243,,877,0.01,13.245,13.603,13.168,4.48,0.96,,0.94,5667
Kepler-635,,826,0.41,11.959,12.235,11.903,4.2,1.33,,1.51,6174
Kepler-890,,1387,0.09,13.808,14.057,13.665,4.37,1.09,,1.13,5954
HD 40979,0.573,33.1126,0.168315,5.509,5.741,5.451,4.30217,1.154,,1.27973,6089.29
Kepler-959,,1003,0.02,11.601,11.757,11.544,4.04,1.6,,2.01,7005
Kepler-945,,1543,-0.01,14.399,14.742,14.293,4.46,0.97,,0.97,5718
Kepler-1303,,905,0.04,13.119,13.451,13.086,4.44,1.01,,1,5771
WASP-31,0.31,400,-0.2,10.709,10.912,10.65,4.308,1.165,0.8288,1.252,6302
Kepler-1496,,1293,0.05,13.339,13.611,13.225,4.29,1.18,,1.27,6182
bet UMi,1.47,40.14,-0.27,-1.22,-0.45,-1.39,1.5,1.4,,38.3,4126
HD 134987,0.691,26.2055,0.279202,5.121,5.267,4.881,4.34826,1.054,,1.16572,5749.68
Kepler-1118,,818,0,13.076,13.505,13.04,4.46,0.96,,0.97,5688
Kepler-1286,,1150,0.03,13.683,14.017,13.655,4.45,1,,0.98,5753
Kepler-102,0.51,,0.08,9.446,9.984,9.351,4.607,0.8,2.76,0.74,4903
WASP-101,0.44,,0.2,9.124,9.334,9.075,4.31,1.34,0.626,1.29,6380
Kepler-1395,,507,0.12,11.348,11.574,11.29,4.33,1.17,,1.23,6138
iota Dra,1.166,31.027,-0.16,0.723,1.292,0.671,2.49,1.14,,11.99,4528
HD 108874,0.738,62.6174,0.181867,7.11,7.479,7.06,4.3494,0.95,,1.12115,5550.95
Kepler-250,,,,13.5,14,13.48,4.565,,,0.805,5160
Kepler-187,,,,12.62,12.956,12.566,4.274,,,1.287,6105
Kepler-991,,370,-0.25,12.72,13.329,12.611,4.67,0.64,,0.61,4392
Kepler-563,,557,-0.08,12.831,13.358,12.773,4.58,0.8,,0.77,5066
Kepler-1119,,1288,0.03,13.54,13.864,13.456,4.35,1.11,,1.17,6083
Kepler-383,,,,12.807,13.367,12.674,4.624,,,0.672,4710
HD 23596,0.634,50.4286,0.217926,5.961,6.173,5.873,3.97045,1.159,,1.96615,5903.55
Kepler-1630,,278,-0.46,11.836,12.499,11.803,4.66,0.66,,0.63,4736
HD 25171,0.554,54.9753,-0.11,6.57,6.765,6.489,4.43,1.09,,1.06877,6160
HD 83443,0.811,41.1692,0.356846,6.584,6.876,6.443,4.49053,0.991,,0.942509,5453.4
Kepler-287,,,,13.2,13.542,13.13,4.402,,,1.032,5806
WASP-36,0.400001,450,-0.31,11.353,11.609,11.294,4.498,1.02,1.71494,0.943,5881
Kepler-1358,,558,-0.08,12.761,13.22,12.656,4.57,0.82,,0.79,5181
Kepler-213,,,,12.17,12.477,12.122,4.31,,,1.195,5696
Kepler-532,,325,0,11.616,12.014,11.545,4.58,0.87,,0.79,5192
HD 43691,0.596,80.3859,0.25,6.777,6.976,6.7,4.28,1.38,,1.34586,6200
Kepler-149,,,,12.274,12.694,12.184,4.465,,,0.953,5381
30 Ari B,0.51,40.783,0.15,5.908,6.08,5.822,4.5,1.16,,1.02283,6300
Kepler-1120,,635,-0.04,13.256,13.79,13.17,4.6,0.78,,0.74,4904
Kepler-1597,,1255,0.02,12.965,13.241,12.927,4.24,1.25,,1.39,6377
HAT-P-6,0.67,261.097,-0.13,9.44,9.558,9.313,4.218,1.29,0.41429,1.46,6570
Kepler-35,,,,14.04,14.43,13.88,,0.8877,,1.0284,
Kepler-1581,,443,0.07,11.106,11.331,11.025,4.31,1.12,,1.23,6022
Kepler-551,,312,-0.09,12.369,12.991,12.193,4.66,0.65,,0.63,4286
Kepler-850,,1535,0.03,14.076,14.372,13.987,4.39,1.06,,1.09,5932
Kepler-138,,,-0.28,9.68,10.293,9.506,4.886,0.521,9.5,0.442,3841
Kepler-611,,906,0.06,13.149,13.438,13.035,4.43,1.01,,1.01,5761
Kepler-951,,408,-0.01,12.382,12.92,12.251,4.6,0.77,,0.73,4834
4 UMa,1.197,78.4929,-0.25,2.02,2.619,1.733,1.8,1.234,,34.6101,4415
Qatar-1,1.057,175,0.2,10.527,10.999,10.409,4.536,0.85,2.128,0.823,4861
Kepler-794,,763,0.34,12.024,12.337,12.011,4.23,1.19,,1.38,5839
HD 10697,0.72,32.5733,0.194014,4.677,5.386,4.6,4.12295,1.112,,1.54131,5680.44
Kepler-597,,660,-0.01,12.562,12.951,12.54,4.47,0.97,,0.95,5683
Kepler-1433,,1328,0.07,13.483,13.772,13.492,4.34,1.14,,1.19,6097
Kepler-194,,,,13.45,13.78,13.51,4.415,,,1.025,6089
Kepler-1121,,529,0.12,10.865,11.076,10.795,4.14,1.29,,1.59,6231
Kepler-1575,,1170,-0.07,13.871,14.268,13.828,4.49,0.95,,0.92,5667
Kepler-535,,678,0.13,11.915,12.141,11.845,4.3,1.18,,1.27,6123
HD 113337,0.43,36.8868,0.07,5.053,5.187,5.005,4.21,1.4,,1.5,6576.58
Kepler-1152,,184,-0.25,11.821,12.495,11.683,4.73,0.55,,0.53,3964
HD 3651,0.85,11.0595,0.164467,4.064,4.549,3.999,4.45268,0.882,,0.934685,5220.58
Kepler-714,,1460,0.04,13.875,14.164,13.825,4.37,1.09,,1.12,5995
Kepler-1236,,1078,-0.09,14.098,14.551,14.018,4.55,0.86,,0.82,5337
Kepler-442,,342,-0.37,12.581,13.233,12.488,4.673,0.609,4.01,0.598,4402
Kepler-1193,,695,0.12,12.09,12.425,12.065,4.31,1.08,,1.21,5908
Kepler-1262,,1153,-0.02,13.719,14.059,13.629,4.45,0.99,,0.98,5771
HD 99706,1,129,0.14,5.472,5.918,5.335,3.2,1.72,,5.26341,4932
Kepler-1367,,357,-0.06,12.858,13.513,12.704,4.68,0.62,,0.6,4106
Kepler-491,,657,0.37,12.426,12.746,12.354,4.42,1.04,,1.03,5582
HD 175541,0.869,127.065,-0.11,5.952,6.387,5.829,3.56,1.34,,3.07498,5111
Kepler-324,,,,12.34,12.783,12.291,4.53,,,0.84,5194
Kepler-462,0.32,733,-0.06,10.876,10.983,10.851,4.02,1.59,,2.04,7070
Kepler-568,,126,0.11,11.163,11.804,10.963,4.73,0.55,,0.53,3768
Kepler-1149,,1023,0.02,13.412,13.739,13.301,4.43,1.02,,1.01,5833
HD 202206,0.714,45.3309,0.353502,6.567,6.85,6.485,4.49268,1.074,,0.985786,5787.84
Kepler-1116,,1017,0.01,13.646,13.974,13.482,4.48,0.95,,0.93,5641
Kepler-1146,,694,-0.06,13.638,14.229,13.518,4.62,0.74,,0.7,4692
Kepler-940,,1317,-0.08,13.994,14.399,14.019,4.47,0.97,,0.96,5769
Kepler-1103,,921,-0.01,12.782,13.094,12.731,4.36,1.11,,1.15,6092
Kepler-1117,,619,0.03,12.512,12.867,12.463,4.49,0.95,,0.93,5612
Kepler-571,,756,0.01,13.046,13.41,12.986,4.51,0.93,,0.9,5527
Kepler-843,,1247,0.05,13.761,14.088,13.709,4.42,1.02,,1.03,5830
Kepler-936,,687,0.05,12.887,13.279,12.817,4.51,0.92,,0.89,5482
Kepler-1339,,267,0.01,10.697,11.026,10.627,4.47,0.94,,0.93,5586
Kepler-1005,,515,0.02,11.788,12.091,11.718,4.38,1,,1.06,5782
HD 145457,1.037,125.313,-0.14,4.418,5,4.122,2.77,1.9,,9.54834,4757
Kepler-465,,587,0.09,11.516,11.735,11.456,4.31,1.23,,1.29,6310
Kepler-336,,,,12.194,12.488,12.144,4.264,,,1.304,5867
Kepler-1584,,1325,0,13.642,13.921,13.524,4.37,1.1,,1.13,6069
Kepler-1475,,1714,0.03,13.89,14.192,13.88,4.29,1.18,,1.28,6214
HD 206610,1.01,193.798,0.1,6.111,6.579,5.952,3.22,1.3,,4.98482,4821
M 67 SAND 364,1.36,843.335,-0.02,6.915,7.542,6.69,2.2,1.35,,20.1708,4284
Kepler-711,,664,-0.04,13.2,13.697,13.061,4.56,0.84,,0.8,5222
Kepler-100,0.799999,,0.02,9.804,10.081,9.768,4.125,1.08,0.44,1.49,5825
Kepler-1610,,1063,0.1,13.912,14.307,13.905,4.52,0.91,,0.87,5383
Kepler-838,,1210,-0.06,13.855,14.186,13.761,4.46,0.98,,0.96,5770
Kepler-802,,828,0.06,13.307,13.596,13.105,4.5,0.93,,0.9,5507
Kepler-1412,,639,0.04,11.834,12.146,11.774,4.25,1.06,,1.27,5880
Kepler-864,,1573,0.04,14.384,14.676,14.218,4.44,1,,1,5754
Kepler-12,0.16,600,0.07,12.11,12.406,12.066,4.175,1.166,0.4956,1.483,5947
Kepler-1411,,1431,-0.04,14.334,14.686,14.237,4.49,0.95,,0.92,5664
Kepler-1545,,688,-0.06,13.141,13.643,13.139,4.57,0.84,,0.8,5201
HAT-P-36,0.820001,317,0.26,10.723,11.046,10.603,4.37,1.022,,1.096,5560
WASP-35,0.610001,,-0.15,9.598,9.887,9.525,4.4,1.07,0.83,1.09,5990
CoRoT-22,0.796,592,0.17,12.09,12.41,11.98,4.361,1.099,1.03,1.136,5939
HD 28254,0.772,54.6747,0.36,6.13,6.395,6.006,4.12,1.06,,1.56874,5664
HD 81688,0.993,85.8369,-0.359,3.269,3.798,3.056,2.223,2.1,,20.8234,4753
HD 210277,0.773,21.561,0.214293,4.956,5.275,4.799,4.49458,0.986,,0.939154,5555.23
Kepler-1514,,379,0.14,10.728,10.953,10.688,4.35,1.21,,1.22,6251
WTS-1,0.5,3200,-0.5,15.187,15.375,15.271,4.4,1.2,1.11232,1.15,6250
Kepler-717,,1126,-0.12,13.966,14.43,13.996,4.53,0.88,,0.85,5485
Kepler-252,,,,12.65,13.24,12.466,4.721,,,0.549,4208
XO-1,0.692,171.821,0.02,9.601,9.939,9.527,4.509,1.027,1.34071,0.934,5750
Kepler-63,0.339999,200,0.05,10.096,10.399,9.997,4.52,0.984,1.345,0.901,5576
Kepler-1423,,449,-0.02,12.469,13.003,12.405,4.59,0.79,,0.75,4939
Kepler-537,,465,0.23,11.706,12.007,11.623,4.47,1.07,,0.99,5763
Kepler-989,,484,0.01,12.522,12.965,12.415,4.58,0.82,,0.78,5074
GJ 15 A,1.55,3.587,-0.32,4.25,4.82,4.03,4.9,0.375,,0.3863,3567
Kepler-1523,,918,0,13.303,13.655,13.182,4.46,0.97,,0.96,5708
Kepler-1226,,779,-0.08,12.741,13.068,12.645,4.43,1.02,,1.02,5923
Kepler-1623,,986,0.04,13.379,13.715,13.245,4.44,1,,1,5772
Kepler-1525,,396,0.27,11.28,11.572,11.193,4.44,1.07,,1.04,5748
Kepler-749,,753,-0.11,13.629,14.169,13.515,4.59,0.79,,0.75,5009
Kepler-565,,1041,-0.02,13.52,13.899,13.492,4.47,0.98,,0.95,5735
Kepler-631,,843,0.23,12.263,12.519,12.208,4.28,1.24,,1.33,6185
Kepler-1592,,1349,0.04,13.388,13.697,13.345,4.29,1.18,,1.28,6213
Kepler-1097,,738,-0.11,13.404,13.838,13.252,4.57,0.82,,0.79,5211
Kepler-131,0.73,,0.12,10.127,10.418,10.079,4.417,1.02,1.44,1.03,5685
Kepler-74,0.27,1330,0.34,13.008,13.306,12.958,4.2,1.4,0.58,1.51,6050
M 67 YBP 1514,0.68,843.335,0.03,,,,4.57,0.96,,0.86358,5725
WASP-55,0.94,330,-0.2,10.443,10.775,10.396,4.3,1.01,1.1968,1.06,5900
Kepler-1064,,374,0,11.888,12.33,11.817,4.57,0.85,,0.79,5153
HAT-P-56,0.55,0,,9.881,10.06,9.83,3.39,1.296,0.627,1.428,6566
Kepler-1277,,606,-0.01,12.497,12.873,12.427,4.49,0.94,,0.92,5578
Kepler-1144,,1012,-0.03,13.435,13.818,13.433,4.47,0.98,,0.96,5753
GJ 3293,1.638,,0.02,7.749,8.362,7.486,,0.42,,0.404,3466
Kepler-547,,361,0.01,12.107,12.588,11.998,4.61,0.78,,0.73,4828
HD 33283,0.641,94.162,0.366,6.729,6.982,6.645,4.21,1.24,,1.45431,5995
Kepler-1312,,305,-0.02,10.947,11.323,10.907,4.51,0.99,,0.92,5719
Kepler-842,,552,-0.02,12.997,13.538,12.913,4.6,0.78,,0.73,4848
OGLE-TR-111,,,0.19,14.22,14.7,14.14,4.529,0.852,1.47857,0.831,5040
MOA-2007-BLG-400L,,6000,,,,,,0.3,,,
Kepler-704,,1054,0.09,13.626,13.955,13.557,4.46,0.97,,0.96,5616
Kepler-1532,,824,-0.1,13.184,13.66,13.23,4.51,0.91,,0.88,5559
Kepler-647,,789,-0.14,12.585,12.898,12.611,4.39,1.03,,1.07,6020
Kepler-765,,1000,0.04,13.168,13.487,13.175,4.41,1.05,,1.06,5901
Kepler-1016,,1239,-0.03,13.843,14.179,13.728,4.44,0.99,,1,5821
HD 155233,1.023,75.1,0.1,4.728,5.071,4.493,3.21,1.5,,5.03,4345
WASP-3,0.37,220,0,9.407,9.603,9.361,4.25,1.22,0.55,1.31,6400
HD 148156,0.56,51.5996,0.29,6.489,6.688,6.397,4.56,1.22,,0.965665,6308
Kepler-1266,,901,-0.07,13.922,14.388,13.824,4.59,0.8,,0.76,5044
TrES-5,0.927,360,0.2,11.673,12.111,11.564,4.513,0.893,,0.866,5171
Kepler-1306,,1130,0,13.688,14.052,13.631,4.45,0.98,,0.97,5727
Kepler-1483,,1327,0.04,13.12,13.397,13.077,4.24,1.25,,1.4,6337
Kepler-645,,901,-0.01,12.624,12.924,12.589,4.33,1.13,,1.21,6170
HD 222155,0.64,49.1,-0.11,5.579,5.885,5.51,4.1,1.13,,1.67,5765
Kepler-761,,867,-0.09,13.156,13.563,13.202,4.48,0.95,,0.93,5706
Kepler-1278,,743,0.02,12.316,12.625,12.27,4.35,1.11,,1.16,6074
Kepler-391,,,,11.072,11.564,10.97,3.455,,,3.569,4940
Kepler-768,,795,-0.03,13.627,14.121,13.514,4.58,0.82,,0.78,5108
Kepler-879,,772,0.05,12.767,13.074,12.681,4.42,1.02,,1.02,5792
Kepler-1428,,802,0.35,12.154,12.416,12.112,4.28,1.28,,1.36,6184
Kepler-1036,,507,0.04,12.207,12.521,12.124,4.52,0.95,,0.89,5533
Kepler-1129,,1258,-0.04,13.804,14.173,13.783,4.44,1,,1,5831
HD 117207,0.724,33.0469,0.266084,5.748,6.033,5.65,4.50735,1.031,,0.951872,5723.69
Kepler-1140,,657,-0.08,13.384,13.946,13.297,4.61,0.76,,0.73,4850
Kepler-1565,,657,-0.16,13.318,13.917,13.259,4.6,0.76,,0.73,4940
Kepler-1645,,844,0.04,12.949,13.286,12.897,4.43,1.02,,1.02,5812
Kepler-769,,1362,0.06,13.394,13.684,13.392,4.3,1.19,,1.28,6186
